Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	5	2.8735632183908044	1.7252941925487957E-6	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013275	141	8	10945	48.51507092198582	8.157319666682872E-4	3.5025011696623756E-4	3.4876600630112637E-4
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	6	3.4482758620689653	1.7431951814599597E-6	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0001230, FBGN0013275	141	17	10945	27.396745932415516	8.24192206339891E-4	3.5025011696623756E-4	3.4876600630112637E-4
GOTERM_BP_DIRECT	GO:0051085~chaperone mediated protein folding requiring cofactor	7	4.022988505747127	2.226165997666764E-6	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0001230, FBGN0013275, FBGN0263106	141	31	10945	17.528025623427133	0.0010524235024681472	3.5025011696623756E-4	3.4876600630112637E-4
GOTERM_BP_DIRECT	GO:0035080~heat shock-mediated polytene chromosome puffing	5	2.8735632183908044	3.0746899018958933E-6	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013275	141	9	10945	43.124507486209616	0.001453273533205901	3.628134084237154E-4	3.6127606347276746E-4
KEGG_PATHWAY	dme01230:Biosynthesis of amino acids	9	5.172413793103448	1.5086244139771593E-5	FBGN0032350, FBGN0001142, FBGN0000064, FBGN0014869, FBGN0027580, FBGN0036030, FBGN0001125, FBGN0014427, FBGN0000566	57	68	3261	7.571981424148607	0.0010253463126728146	0.0010409508456442399	9.504333808056102E-4
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	7	4.022988505747127	2.125858474249318E-5	FBGN0031117, FBGN0063495, FBGN0034354, FBGN0034335, FBGN0063494, FBGN0063491, FBGN0030932	141	45	10945	12.074862096138691	0.010005030783123425	0.0020068103996913563	0.001998306965794359
GOTERM_BP_DIRECT	GO:0042026~protein refolding	6	3.4482758620689653	4.8613474635926E-5	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0001230, FBGN0013275	141	32	10945	14.554521276595745	0.022732368418765025	0.0038242600046928454	0.003808055513147536
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	6	3.4482758620689653	7.599054494510194E-5	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013275, FBGN0003714	141	35	10945	13.306990881458965	0.035306547113766684	0.005123933887726874	0.005102222303456844
GOTERM_BP_DIRECT	GO:0009408~response to heat	7	4.022988505747127	1.903145929934511E-4	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013275, FBGN0034335, FBGN0263106	141	66	10945	8.232860520094563	0.08609382824318246	0.011228560986613616	0.011180982338365252
KEGG_PATHWAY	dme04213:Longevity regulating pathway - multiple species	7	4.022988505747127	2.9583625998540674E-4	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0001230, FBGN0013275, FBGN0033631	57	55	3261	7.28133971291866	0.019918788540925103	0.00768497804516014	0.007016719084711431
