Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	5	4.424778761061947	6.069593871955327E-4	FBGN0262509, FBGN0039431, FBGN0035101, FBGN0261574, FBGN0031872	92	47	10945	12.656105457909343	0.21704409155461368	0.24399767365260414	0.24399767365260414
GOTERM_BP_DIRECT	GO:0045886~negative regulation of synaptic growth at neuromuscular junction	4	3.5398230088495577	0.005396286463110775	FBGN0039431, FBGN0020493, FBGN0261041, FBGN0038826	92	43	10945	11.066734074823055	0.8870254041319136	1.0	1.0
GOTERM_BP_DIRECT	GO:0007379~segment specification	3	2.6548672566371683	0.011786057663267837	FBGN0031872, FBGN0000015, FBGN0016977	92	20	10945	17.845108695652172	0.9915871394932262	1.0	1.0
GOTERM_BP_DIRECT	GO:0016477~cell migration	4	3.5398230088495577	0.012924224465638854	FBGN0035101, FBGN0020493, FBGN0003254, FBGN0031981	92	59	10945	8.065585851142226	0.9947125170993495	1.0	1.0
GOTERM_BP_DIRECT	GO:0007616~long-term memory	4	3.5398230088495577	0.024421426803464638	FBGN0028397, FBGN0034443, FBGN0000108, FBGN0037705	92	75	10945	6.344927536231884	0.9999529360835957	1.0	1.0
GOTERM_BP_DIRECT	GO:0098730~male germline stem cell symmetric division	2	1.7699115044247788	0.03284916995168744	FBGN0004581, FBGN0000158	92	4	10945	59.483695652173914	0.9999985738468057	1.0	1.0
GOTERM_BP_DIRECT	GO:0065003~macromolecular complex assembly	2	1.7699115044247788	0.04089329073867466	FBGN0029676	92	5	10945	47.58695652173913	0.9999999507538369	1.0	1.0
GOTERM_BP_DIRECT	GO:0030718~germ-line stem cell population maintenance	3	2.6548672566371683	0.047490057271384084	FBGN0020493, FBGN0004581, FBGN0000158	92	42	10945	8.497670807453416	0.9999999969491866	1.0	1.0
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	7	6.1946902654867255	0.04772555801393427	FBGN0027620, FBGN0034062, FBGN0031715, FBGN0020493, FBGN0003254, FBGN0020379, FBGN0016977	92	316	10945	2.6353536048431483	0.9999999972385462	1.0	1.0
GOTERM_BP_DIRECT	GO:0017148~negative regulation of translation	3	2.6548672566371683	0.055891223211933405	FBGN0004581, FBGN0000810, FBGN0000158	92	46	10945	7.758742911153118	0.9999999999141224	1.0	1.0
GOTERM_BP_DIRECT	GO:0007399~nervous system development	4	3.5398230088495577	0.05951458402353548	FBGN0027620, FBGN0004607, FBGN0020379, FBGN0263873	92	107	10945	4.447379114181227	0.999999999981766	1.0	1.0
GOTERM_BP_DIRECT	GO:0007282~cystoblast division	2	1.7699115044247788	0.06463074344523327	FBGN0004581, FBGN0000158	92	8	10945	29.741847826086957	0.9999999999979761	1.0	1.0
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	4	3.5398230088495577	0.06498087220300011	FBGN0034062, FBGN0037794, FBGN0033185, FBGN0028397	92	111	10945	4.2871132001566785	0.9999999999982595	1.0	1.0
GOTERM_BP_DIRECT	GO:0048749~compound eye development	4	3.5398230088495577	0.07067088675818539	FBGN0261617, FBGN0031872, FBGN0043362, FBGN0016977	92	115	10945	4.137996219281663	0.9999999999998513	1.0	1.0
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	3	2.6548672566371683	0.08628530361700883	FBGN0259108, FBGN0000108, FBGN0263873	92	59	10945	6.04918938835667	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:0032418~lysosome localization	2	1.7699115044247788	0.08778700263156615	FBGN0024985, FBGN0043362	92	11	10945	21.630434782608692	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:0050808~synapse organization	3	2.6548672566371683	0.09132498793370517	FBGN0000108, FBGN0004449, FBGN0085382	92	61	10945	5.850855310049893	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007269~neurotransmitter secretion	3	2.6548672566371683	0.09644923659502432	FBGN0261617, FBGN0035756, FBGN0030613	92	63	10945	5.665113871635611	1.0	1.0	1.0
